浙江卫视4K,#http://101.35.240.114:88/live.php?id=浙江卫视4K
NewTV 农业致富,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/6193684637634073625/index.m3u8?channel-id=ystenlive&Contentid=6193684637634073625&livemode=1&stbId=YanG-1989
NewTV 动作电影,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236183/index.m3u8
NewTV 家庭剧场,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=YanG-1989
NewTV 惊悚悬疑,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=YanG-1989
NewTV 炫舞未来,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000001000000515/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=YanG-1989
NewTV 精品萌宠,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000006000032328/index.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=YanG-1989
#EXTINF:-1,tvg-name="广东卫视高清" group-title="广东", 广东卫视高清
NewTV 精品体育,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236300/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.19:5146
#EXTINF:-1,tvg-name="广东卫视高清" group-title="广东", 广东卫视高清
NewTV 精品大剧,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000013968/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=YanG-1989
ABN China (720p),https://mediaserver.abnvideos.com/streams/abnchina.m3u8
http://119.131.24.84:9003/udp/239.77.1.152:5146
#EXTINF:-1,tvg-name="广东卫视高清" group-title="广东", 广东卫视高清
NewTV 精品记录,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000013730/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013730&livemode=1&stbId=YanG-1989
Ando TV,http://play.kankanlive.com/live/1711956137852982.m3u8
http://119.131.24.84:9003/udp/239.77.0.84:5146
#EXTINF:-1,tvg-name="广东卫视超清" group-title="广东", 广东卫视超清
NewTV 武搏世界,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/2000000003000000007/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000007&livemode=1&stbId=YanG-1989
Angel TV Chinese (720p),https://janya-digimix.akamaized.net/vglive-sk-999451/chinese/ngrp:angelchinese_all/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.0.166:5146
#EXTINF:-1,tvg-name="广东珠江高清" group-title="广东", 广东珠江高清
NewTV 明星大片,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000019008/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019008&livemode=1&stbId=YanG-1989
Animation Show Channel,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.0.1:5146
#EXTINF:-1,tvg-name="广东珠江超清" group-title="广东", 广东珠江超清
NewTV 海外剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
Anshun Comprehensive News Channel,https://hplayer1.juyun.tv/camera/154379194.m3u8
http://119.131.24.84:9003/udp/239.77.0.114:5146
#EXTINF:-1,tvg-name="广东新闻高清" group-title="广东", 广东新闻高清
新闻频道,http://tvcdn.stream3.hndt.com/tv/65bb6966017e100059b75a8500000000_transios/playlist.m3u8?wsSecret=46464195244203a34d14192747e8da79&wsTime=1770408000
NewTV 爱情喜剧,http://111.22.153.159:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
Bingtuan Satellite TV,http://49.113.179.174:4022/udp/238.125.4.13:5140
http://119.131.24.84:9003/udp/239.77.0.173:5146
#EXTINF:-1,tvg-name="广东民生高清" group-title="广东", 广东民生高清
都市频道,http://tvcdn.stream3.hndt.com/tv/65c3fbc5017e1000fde13faa00000000_transios/playlist.m3u8?wsSecret=03bc5fd0441a71616bba37593206ad89&wsTime=1770408000
赛事睛彩竞技,http://vip.lqcc.xyz:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
Bread TV面包台 (720p),https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
http://119.131.24.84:9003/udp/239.77.0.225:5146
#EXTINF:-1,tvg-name="广东体育高清" group-title="广东", 广东体育高清
民生频道,http://tvcdn.stream3.hndt.com/tv/65bef28a017e10009c49d5f900000000_transios/playlist.m3u8?wsSecret=2ad4f64e043e2ab04f9280c369a201af&wsTime=1770408000
赛事睛彩篮球,http://vip.lqcc.xyz:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
BRTV Kaku Childrens Channel,http://49.113.179.174:4022/udp/238.125.2.216:5140
http://119.131.24.84:9003/udp/239.77.0.112:5146
#EXTINF:-1,tvg-name="广东体育超清" group-title="广东", 广东体育超清
法治频道,http://tvcdn.stream3.hndt.com/tv/65be54a9017e1000af59fb4800000000_transios/playlist.m3u8?wsSecret=23850e92048dbf11ecf7ef371615f011&wsTime=1770408000
赛事睛彩竞技,http://vip.lqcc.xyz:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
BRTV Science & Education Channel,http://49.113.179.174:4022/udp/238.125.3.121:5140
http://119.131.24.84:9003/udp/239.77.0.168:5146
#EXTINF:-1,tvg-name="经济科教高清" group-title="其他", 经济科教高清
公共频道,http://tvcdn.stream3.hndt.com/tv/65b93894017e10000ae6b07d00000000_transios/playlist.m3u8?wsSecret=503cd512fa3b6963339eca09e5538533&wsTime=1770408000
赛事睛彩篮球,http://vip.lqcc.xyz:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
BRTV 北京卫视 [Not 24/7],http://ivi.bupt.edu.cn/hls/btv1.m3u8
http://119.131.24.84:9003/udp/239.77.0.85:5146
#EXTINF:-1,tvg-name="经济科教超清" group-title="其他", 经济科教超清
河南乡村频道,http://tvcdn.stream3.hndt.com/tv/65b8302b017e100019dc540f00000000_transios/playlist.m3u8?wsSecret=8b9d375643c3e26af163218c4f1d918f&wsTime=1770408000
咪咕赛事4k-1,http://vip.lqcc.xyz:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.0.167:5146
#EXTINF:-1,tvg-name="大湾区卫视高清" group-title="卫视", 大湾区卫视高清
电视剧频道,http://tvcdn.stream3.hndt.com/tv/65bd329b017e1000648cd2ed00000000_transios/playlist.m3u8?wsSecret=6e548aae0bbad74187d15519c2e211d5&wsTime=1770408000
咪咕赛事4k-2,http://vip.lqcc.xyz:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.0.215:5146
#EXTINF:-1,tvg-name="广东影视高清" group-title="广东", 广东影视高清
梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=7e2d7f858585381a5164b1726b0895e3&wsTime=1770408000
咪咕赛事播01,http://vip.lqcc.xyz:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
Channel Law,http://49.113.179.174:4022/udp/238.125.2.201:5140
http://119.131.24.84:9003/udp/239.77.0.217:5146
#EXTINF:-1,tvg-name="南国都市 4K" group-title="其他", 南国都市 4K
文物宝库,https://dxtx.hntv.tv/live/wwbk.m3u8?txSecret=317b89626134fd6bea6e129455b5ff18&txTime=7C4C635C&wsSecret=709302e30c81c3fa533975de1fdb4053&wsTime=1770408000
咪咕赛事播02,http://vip.lqcc.xyz:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
Channel Max,http://180.213.174.225:9901/tsfile/live/1037_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.253.43.99:5146
#EXTINF:-1,tvg-name="广东少儿高清" group-title="广东", 广东少儿高清
武术频道,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=c35caa63320e6c72c3b201a442af17a7&wsTime=1770408000
咪咕赛事播03,http://vip.lqcc.xyz:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
Channel Tea,http://180.213.174.225:9901/tsfile/live/1041_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.0.250:5146
#EXTINF:-1,tvg-name="嘉佳卡通高清" group-title="其他", 嘉佳卡通高清
睛彩中原,https://dxtx.hntv.tv/live/jczy.m3u8?txSecret=e785008e49564e5e738439b4dd2ae68e&txTime=7C4C6207&wsSecret=e956f995bb3203d256f7c4e61329c0d2&wsTime=1770408000
咪咕赛事播04,http://vip.lqcc.xyz:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
CHC Action,http://180.213.174.225:9901/tsfile/live/1027_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.0.179:5146
#EXTINF:-1,tvg-name="CCTV-1高清" group-title="央视", CCTV-1高清
移动戏曲频道,https://dxtx.hntv.tv/live/ydxq.m3u8?txSecret=caad41b421fdab7fa0dfbaf96f59f9f0&txTime=7B2E515F&wsSecret=bebf2159861b55328a82222a39f684a7&wsTime=1770408000
咪咕赛事播05,http://vip.lqcc.xyz:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
CHC Home Theater,http://180.213.174.225:9901/tsfile/live/1030_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.1.17:5146
#EXTINF:-1,tvg-name="CCTV-1高清" group-title="央视", CCTV-1高清
象视界,http://tvcdn.stream3.hndt.com/tv/d34d1a2b0178100022de972e00000000_transios/playlist.m3u8?wsSecret=37f8a869880819abedaad17044cb775c&wsTime=1770408000
咪咕赛事播06,http://vip.lqcc.xyz:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
Chifeng Comprehensive News Chanel,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
http://119.131.24.84:9003/udp/239.77.1.144:5146
#EXTINF:-1,tvg-name="CCTV-1高清" group-title="央视", CCTV-1高清
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f&wsSecret=107b3a6b1863d0c5767dbf5c3c0de805&wsTime=1770408000
咪咕赛事播07,http://vip.lqcc.xyz:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
City Theater Channel,http://49.113.179.174:4022/udp/238.125.1.60:5140
http://119.131.24.84:9003/udp/239.77.0.86:5146
#EXTINF:-1,tvg-name="CCTV-1超清" group-title="央视", CCTV-1超清
欢腾购物,http://tvcdn.stream3.hndt.com/tv/65ba653b017e1000d4ee41c700000000_transios/playlist.m3u8?wsSecret=bdb74aa401524da1b591d4ac3bcdd639&wsTime=1770408000
咪咕赛事播08,http://vip.lqcc.xyz:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
Documentary Humanities Channel,http://49.113.179.174:4022/udp/238.125.3.135:5140
http://119.131.24.84:9003/udp/239.77.0.129:5146
#EXTINF:-1,tvg-name="CCTV-2高清" group-title="央视", CCTV-2高清
CCTV央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
咪咕赛事播09,http://vip.lqcc.xyz:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
DOX Surround,http://180.213.174.225:9901/tsfile/live/1032_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.1.158:5146
#EXTINF:-1,tvg-name="CCTV-2高清" group-title="央视", CCTV-2高清
CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
咪咕赛事播10,http://vip.lqcc.xyz:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
DOX Yaqu,http://180.213.174.225:9901/tsfile/live/1033_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.253.43.17:5146
#EXTINF:-1,tvg-name="CCTV-2高清测试" group-title="央视", CCTV-2高清测试
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
咪咕赛事播11,http://vip.lqcc.xyz:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
DOX Yijia,http://180.213.174.225:9901/tsfile/live/1031_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.0.137:5146
#EXTINF:-1,tvg-name="CCTV-3高清" group-title="央视", CCTV-3高清
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
咪咕赛事播12,http://vip.lqcc.xyz:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
Dragon TV International (360p),http://210.210.155.37/x6bnqe/s/s29/index.m3u8
http://119.131.24.84:9003/udp/239.77.0.169:5146
#EXTINF:-1,tvg-name="CCTV-3超清" group-title="央视", CCTV-3超清
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
咪咕赛事播13,http://vip.lqcc.xyz:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
Ecology & Environment TV,http://49.113.179.174:4022/udp/238.125.2.175:5140
http://119.131.24.84:9003/udp/239.77.0.175:5146
#EXTINF:-1,tvg-name="CCTV-4高清" group-title="央视", CCTV-4高清
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
咪咕赛事播14,http://vip.lqcc.xyz:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
Game Channel,http://49.113.179.174:4022/udp/238.125.1.36:5140
http://119.131.24.84:9003/udp/239.77.1.163:5146
#EXTINF:-1,tvg-name="CCTV-4高清" group-title="央视", CCTV-4高清
CCTV女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1
咪咕赛事播15,http://vip.lqcc.xyz:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
Golden Eagle Cartoon,http://1.24.190.98:10080/hls/51/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.166:5146
#EXTINF:-1,tvg-name="CCTV-4高清" group-title="央视", CCTV-4高清
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
咪咕赛事播16,http://vip.lqcc.xyz:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
Guangzhou TV,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8
http://119.131.24.84:9003/udp/239.77.0.78:5146
#EXTINF:-1,tvg-name="CCTV-5高清" group-title="央视", CCTV-5高清
CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
咪咕赛事播17,http://vip.lqcc.xyz:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
Harbin Comprehensive News Channel,https://stream.hrbtv.net/xwzh/playlist.m3u8?_upt=ef41dd531755913594
http://119.131.24.84:9003/udp/239.77.0.170:5146
#EXTINF:-1,tvg-name="CCTV-5超清" group-title="央视", CCTV-5超清
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
咪咕赛事播18,http://vip.lqcc.xyz:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
Harbin Movie Channel,https://stream.hrbtv.net/yspd/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.0.177:5146
#EXTINF:-1,tvg-name="CCTV-5+高清" group-title="央视", CCTV-5+高清
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
咪咕赛事播19,http://vip.lqcc.xyz:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
Home Plus,https://homeplushls.wns.live/hls/stream.m3u8
http://119.131.24.84:9003/udp/239.77.0.87:5146
#EXTINF:-1,tvg-name="CCTV-5+高清" group-title="央视", CCTV-5+高清
CCTV文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
咪咕赛事播20,http://vip.lqcc.xyz:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
Hunan Entertainment Channel,http://1732e975z9.zicp.fun:8082/hls/20/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.31:5146
#EXTINF:-1,tvg-name="CCTV-5+高清" group-title="央视", CCTV-5+高清
CCTV卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
咪咕赛事播21,http://vip.lqcc.xyz:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
Hunan Ping Yu,http://49.113.179.174:4022/udp/238.125.5.102:5140
http://119.131.24.84:9003/udp/239.77.1.147:5146
#EXTINF:-1,tvg-name="CCTV-6高清" group-title="央视", CCTV-6高清
CCTV发现之旅,http://113.44.65.227:1234/624878970
咪咕赛事播22,http://vip.lqcc.xyz:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
JiaJia Cartoon,http://49.113.179.174:4022/udp/238.125.0.158:5140
http://119.131.24.84:9003/udp/239.77.0.171:5146
#EXTINF:-1,tvg-name="CCTV-6超清" group-title="央视", CCTV-6超清
CCTV-中学生,http://113.44.65.227:1234/708869532
咪咕赛事播23,http://vip.lqcc.xyz:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
Jiangxi Children's Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv6.m3u8
http://119.131.24.84:9003/udp/239.77.0.178:5146
#EXTINF:-1,tvg-name="CCTV-7高清" group-title="央视", CCTV-7高清
CCTV-中国天气,http://113.44.65.227:1234/959986621
咪咕赛事播24,http://vip.lqcc.xyz:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
Jiangxi City Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv2.m3u8
http://119.131.24.84:9003/udp/239.77.1.159:5146
#EXTINF:-1,tvg-name="CCTV-7高清" group-title="央视", CCTV-7高清
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
咪咕赛事播25,http://vip.lqcc.xyz:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
Jiangxi Economy & Life Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv3.m3u8
http://119.131.24.84:9003/udp/239.77.1.167:5146
#EXTINF:-1,tvg-name="CCTV-7高清测试" group-title="央视", CCTV-7高清测试
CHC影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying-3.m3u8
咪咕赛事播26,http://vip.lqcc.xyz:35455/itv/3000000010000011112.m3u8?cdn=FifastbLive
Jiangxi Movie Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv4.m3u8
http://119.131.24.84:9003/udp/239.77.0.138:5146
#EXTINF:-1,tvg-name="CCTV-8高清" group-title="央视", CCTV-8高清
江苏卫视4K,http://43.251.226.89:8080/play/925.m3u8
咪咕赛事播27,http://vip.lqcc.xyz:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
Jiangxi Public & Agriculture Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv5.m3u8
http://119.131.24.84:9003/udp/239.77.0.172:5146
#EXTINF:-1,tvg-name="CCTV-8超清" group-title="央视", CCTV-8超清
江苏卫视4K,http://43.251.226.89:8080/play/924.m3u8
咪咕赛事播28,http://vip.lqcc.xyz:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
Jilin City Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/index.m3u8
http://119.131.24.84:9003/udp/239.77.0.181:5146
#EXTINF:-1,tvg-name="CCTV-9高清" group-title="央视", CCTV-9高清
江苏卫视4K,http://43.251.226.89:8080/play/423.m3u8
咪咕赛事播29,http://vip.lqcc.xyz:35455/itv/3000000010000011763.m3u8?cdn=FifastbLive
Jilin Lifestyle Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.160:5146
#EXTINF:-1,tvg-name="CCTV-9高清" group-title="央视", CCTV-9高清
江苏卫视4K,http://43.251.226.89:8080/play/503.m3u8
咪咕赛事播30,http://vip.lqcc.xyz:35455/itv/3000000010000011873.m3u8?cdn=FifastbLive
Jilin Movie Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.168:5146
#EXTINF:-1,tvg-name="CCTV-9高清测试" group-title="央视", CCTV-9高清测试
江苏卫视4K,http://43.251.226.89:8080/play/422.m3u8
咪咕赛事播31,http://vip.lqcc.xyz:35455/itv/3000000010000012398.m3u8?cdn=FifastbLive
Jilin Rural Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/index.m3u8
http://119.131.24.84:9003/udp/239.77.0.135:5146
#EXTINF:-1,tvg-name="CCTV-10高清" group-title="央视", CCTV-10高清
浙江卫视4K,http://43.251.226.89:8080/play/923.m3u8
咪咕赛事播32,http://vip.lqcc.xyz:35455/itv/3000000010000012450.m3u8?cdn=FifastbLive
Laughter Theater,http://49.113.179.174:4022/udp/238.125.2.159:5140
http://119.131.24.84:9003/udp/239.77.1.113:5146
#EXTINF:-1,tvg-name="CCTV-10高清" group-title="央视", CCTV-10高清
深圳卫视4K,http://43.251.226.89:8080/play/919.m3u8
咪咕赛事播33,http://vip.lqcc.xyz:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
Liangshan TV [Not 24/7],http://118.122.2.29:9999/hls/47/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.169:5146
#EXTINF:-1,tvg-name="CCTV-10高清测试" group-title="央视", CCTV-10高清测试
东森亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
咪咕赛事播34,http://vip.lqcc.xyz:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
Nanchang News & Generalist Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_nanchang.m3u8
http://119.131.24.84:9003/udp/239.77.0.134:5146
#EXTINF:-1,tvg-name="CCTV-11高清" group-title="央视", CCTV-11高清
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
咪咕赛事播35,http://vip.lqcc.xyz:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
Nei Monggol TV,http://1.24.190.98:10080/hls/39/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.238:5146
#EXTINF:-1,tvg-name="CCTV-12高清" group-title="央视", CCTV-12高清
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
咪咕赛事播36,http://vip.lqcc.xyz:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
Nei Monggol TV 2 Mongolian Culture Channel,http://1.24.190.98:10080/hls/40/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.109:5146
#EXTINF:-1,tvg-name="CCTV-12高清" group-title="央视", CCTV-12高清
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
咪咕赛事播37,http://vip.lqcc.xyz:35455/itv/3000000010000017389.m3u8?cdn=FifastbLive
Nei Monggol TV Agriculture & Animal Channel,http://play1-qk.nmtv.cn/live/1686561299036179.m3u8
http://119.131.24.84:9003/udp/239.77.1.170:5146
#EXTINF:-1,tvg-name="CCTV-12高清测试" group-title="央视", CCTV-12高清测试
凤凰香港,http://43.251.226.89:8080/play/890.m3u8
咪咕赛事播38,http://vip.lqcc.xyz:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
Nei Monggol TV Children Channel,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
http://119.131.24.84:9003/udp/239.77.0.136:5146
#EXTINF:-1,tvg-name="CCTV-13高清" group-title="央视", CCTV-13高清
凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk
咪咕赛事播39,http://vip.lqcc.xyz:35455/itv/3000000010000017997.m3u8?cdn=FifastbLive
Nei Monggol TV Culture Entertainment Channel,http://play1-qk.nmtv.cn/live/1686561195713372.m3u8
http://119.131.24.84:9003/udp/239.77.0.188:5146
#EXTINF:-1,tvg-name="CCTV-13高清" group-title="央视", CCTV-13高清
凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB
咪咕赛事播40,http://vip.lqcc.xyz:35455/itv/3000000010000019380.m3u8?cdn=FifastbLive
Nei Monggol TV Economic & Life Channel,http://play1-qk.nmtv.cn/live/1686562470947181.m3u8
http://119.131.24.84:9003/udp/239.253.43.196:5146
#EXTINF:-1,tvg-name="CCTV-14高清" group-title="央视", CCTV-14高清
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
咪咕赛事播41,http://vip.lqcc.xyz:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
Nei Monggol TV News Channel,http://play1-qk.nmtv.cn/live/1686560423879174.m3u8
http://119.131.24.84:9003/udp/239.77.1.161:5146
#EXTINF:-1,tvg-name="CCTV-14高清" group-title="央视", CCTV-14高清
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
咪咕赛事播42,http://vip.lqcc.xyz:35455/itv/3000000010000020168.m3u8?cdn=FifastbLive
Panzihihua Culture Tourism & Life Channel,https://live.pzhkai.com/wlshtl/sd/live.m3u8?_upt=f156a1051729836828
http://119.131.24.84:9003/udp/239.77.1.171:5146
#EXTINF:-1,tvg-name="CCTV-14高清测试" group-title="央视", CCTV-14高清测试
凤凰香港,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=hkphoenix_twn
咪咕赛事播43,http://vip.lqcc.xyz:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
Panzihihua News Channel,https://live.pzhkai.com/xwzhtl/sd/live.m3u8?_upt=6a1ad5741729836768
http://119.131.24.84:9003/udp/239.77.0.133:5146
#EXTINF:-1,tvg-name="CCTV-15高清" group-title="央视", CCTV-15高清
凤凰中文,http://27.41.245.32:801/hls/205/index.m3u8
咪咕赛事播44,http://vip.lqcc.xyz:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
QTV-1,http://video10.qtv.com.cn/drm/qtv1at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.1.239:5146
#EXTINF:-1,tvg-name="CCTV-16高清" group-title="央视", CCTV-16高清
凤凰中文,http://43.251.226.89:8080/play/888.m3u8
咪咕赛事播45,http://vip.lqcc.xyz:35455/itv/3000000010000024205.m3u8?cdn=FifastbLive
QTV-2,http://video10.qtv.com.cn/drm/qtv2at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.0.165:5146
#EXTINF:-1,tvg-name="CCTV-16高清" group-title="央视", CCTV-16高清
凤凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
咪咕赛事播46,http://vip.lqcc.xyz:35455/itv/3000000010000024691.m3u8?cdn=FifastbLive
QTV-3,http://video10.qtv.com.cn/drm/qtv3at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.1.76:5146
